Strata,Outcome,Group,Source,Model,Moving Average,Controls(n),Cases(n),Odds Ratio,Lower 95%CI,Upper 95%CI,% increase,% increase Lower 95%CI,% increase Upper 95%CI,AIC,BIC
site_DOW_MONTH_Year,Cardiorespiratory,Female,"Combustion of biomass, coal and fossil fuels",Sensitivity model,4-day moving average,4066,1391,1.0427941925201878,1.0009495258488703,1.0846388591915053,4.279419252018779,0.0949525848870314,8.463885919150528,2621.735538407123,2658.399985750587
site_DOW_MONTH_Year,Respiratory,All,Mineral dust and soil ressuspension,Primary model,4-day moving average,3589,1210,1.4082517220510253,1.3487782524061631,1.4677251916958876,40.82517220510253,34.87782524061631,46.772519169588755,1847.1664555207897,1882.8550849909252
site_DOW_MONTH_Year,Respiratory,All,Aged sea salt,Primary model,4-day moving average,3583,1216,1.3309158861868318,1.2445058289207147,1.4173259434529488,33.091588618683176,24.45058289207147,41.732594345294885,1572.5249253118925,1608.2481797495752
site_DOW_MONTH_Year,Respiratory,All,Secondary nitrate,Primary model,4-day moving average,3598,1201,0.9700307113239701,0.9238440340775762,1.016217388570364,-2.996928867602988,-7.61559659224238,1.6217388570364033,2276.4820848375102,2312.11845359207
site_DOW_MONTH_Year,Respiratory,All,Fresh sea salt mixed with aged emissions,Primary model,4-day moving average,3574,1225,1.1127976444110805,1.064732519532653,1.1608627692895082,11.279764441108053,6.473251953265291,16.086276928950817,2761.2900300260467,2797.0649028868984
site_DOW_MONTH_Year,Respiratory,All,Industrial emissions,Primary model,4-day moving average,3522,1277,1.112504310306952,1.0563453672247187,1.1686632533891854,11.250431030695207,5.634536722471872,16.866325338918543,2007.393099325414,2043.4589813176417
site_DOW_MONTH_Year,Respiratory,All,Secondary sulfate,Primary model,4-day moving average,3572,1227,1.4054678017786537,1.3486345633485965,1.4623010402087109,40.54678017786537,34.863456334859656,46.23010402087109,2344.0573162687583,2379.8436083817346
site_DOW_MONTH_Year,Respiratory,All,"Combustion of biomass, coal and fossil fuels",Primary model,4-day moving average,3566,1233,1.026867683241136,0.9844522252464788,1.0692831412357933,2.6867683241136087,-1.5547774753521204,6.928314123579327,2338.572920600231,2374.3933591223813
site_DOW_MONTH_Year,Respiratory,Female,Mineral dust and soil ressuspension,Sensitivity model,4-day moving average,1643,562,1.3458999864251608,1.2648235137522144,1.4269764590981073,34.589998642516086,26.482351375221434,42.69764590981073,766.9715483872892,797.2920613365451
site_DOW_MONTH_Year,Respiratory,Female,Aged sea salt,Sensitivity model,4-day moving average,1648,557,1.289927525919227,1.162667555679739,1.4171874961587152,28.99275259192271,16.266755567973902,41.718749615871516,660.1010398299045,690.3589965093955
site_DOW_MONTH_Year,Respiratory,Female,Secondary nitrate,Sensitivity model,4-day moving average,1650,555,0.9954073135473064,0.9273324594615953,1.0634821676330175,-0.45926864526936173,-7.266754053840474,6.3482167633017506,905.1920779690134,935.4248547652385
site_DOW_MONTH_Year,Respiratory,Female,Fresh sea salt mixed with aged emissions,Sensitivity model,4-day moving average,1644,561,1.1096330439191613,1.0389993661346721,1.1802667217036504,10.963304391916129,3.899936613467214,18.026672170365043,1177.614596650946,1207.9226429896048
site_DOW_MONTH_Year,Respiratory,Female,Industrial emissions,Sensitivity model,4-day moving average,1651,554,1.158445612163232,1.073956570666391,1.2429346536600732,15.844561216323205,7.395657066639094,24.293465366007318,827.430176233984,857.650329041215
site_DOW_MONTH_Year,Respiratory,Female,Secondary sulfate,Sensitivity model,4-day moving average,1629,576,1.4292255152797417,1.3454877474357179,1.5129632831237656,42.92255152797417,34.548774743571784,51.29632831237656,984.5099043609368,1015.0026579858081
site_DOW_MONTH_Year,Respiratory,Female,"Combustion of biomass, coal and fossil fuels",Sensitivity model,4-day moving average,1653,552,0.9802935503260328,0.9205217544464175,1.0400653462056482,-1.9706449673967175,-7.947824555358252,4.006534620564817,915.3565502477029,945.5513865716425
site_DOW_MONTH_Year,Respiratory,Male,Mineral dust and soil ressuspension,Sensitivity model,4-day moving average,1936,658,1.4699281539051965,1.3814456762665486,1.5584106315438444,46.99281539051965,38.144567626654855,55.84106315438444,886.8518943199064,918.2763288391836
site_DOW_MONTH_Year,Respiratory,Male,Aged sea salt,Sensitivity model,4-day moving average,1944,650,1.4435670600545643,1.3175820068703128,1.5695521132388157,44.356706005456424,31.75820068703128,56.95521132388157,647.143143677236,678.4819502174638
site_DOW_MONTH_Year,Respiratory,Male,Secondary nitrate,Sensitivity model,4-day moving average,1928,666,0.9715746010323257,0.9081257252606804,1.035023476803971,-2.8425398967674265,-9.187427473931963,3.5023476803971,1148.3891151002015,1179.898142793984
site_DOW_MONTH_Year,Respiratory,Male,Fresh sea salt mixed with aged emissions,Sensitivity model,4-day moving average,1930,664,1.100548972274794,1.0349780722439148,1.1661198723056734,10.054897227479408,3.4978072243914804,16.611987230567337,1332.8772930844511,1364.3652681307863
site_DOW_MONTH_Year,Respiratory,Male,Industrial emissions,Sensitivity model,4-day moving average,1919,675,1.0654588689496762,0.9885447707260333,1.1423729671733192,6.545886894967623,-1.1455229273966694,14.237296717331915,960.5522223789906,992.1552112150982
site_DOW_MONTH_Year,Respiratory,Male,Secondary sulfate,Sensitivity model,4-day moving average,1943,651,1.353454372112509,1.2772812862917249,1.429627457933293,35.345437211250896,27.728128629172488,42.962745793329304,1130.9700861751764,1162.3196536706364
site_DOW_MONTH_Year,Respiratory,Male,"Combustion of biomass, coal and fossil fuels",Sensitivity model,4-day moving average,1942,652,1.0347322775722418,0.9753641117646942,1.0941004433797896,3.4732277572241843,-2.4635888235305825,9.410044337978963,1159.9227657873432,1191.2830777208299
site_DOW_MONTH_Year,Circulatory,All,Mineral dust and soil ressuspension,Primary model,4-day moving average,5354,1820,1.326157993483712,1.2771440345432479,1.3751719524241761,32.6157993483712,27.71440345432479,37.517195242417614,2834.2212874209504,2872.7674298814463
site_DOW_MONTH_Year,Circulatory,All,Aged sea salt,Primary model,4-day moving average,5353,1821,1.5255738768366889,1.4467515956751258,1.604396157998252,52.557387683668885,44.67515956751258,60.4396157998252,2167.8642953704857,2206.414282928579
site_DOW_MONTH_Year,Circulatory,All,Secondary nitrate,Primary model,4-day moving average,5375,1799,0.9939697023935155,0.9542989092802442,1.0336404955067868,-0.6030297606484547,-4.5701090719755815,3.3640495506786827,3593.3802526704185,3631.845156308072
site_DOW_MONTH_Year,Circulatory,All,Fresh sea salt mixed with aged emissions,Primary model,4-day moving average,5329,1845,1.070712041017269,1.028280126023273,1.113143956011265,7.071204101726902,2.828012602327301,11.314395601126503,4146.419655710193,4185.061297605515
site_DOW_MONTH_Year,Circulatory,All,Industrial emissions,Primary model,4-day moving average,5362,1812,1.2011262478418832,1.1519583693162188,1.2502941263675476,20.112624784188316,15.195836931621876,25.029412636754756,2878.1272864889465,2916.642591895167
site_DOW_MONTH_Year,Circulatory,All,Secondary sulfate,Primary model,4-day moving average,5353,1821,1.490624796077355,1.4416336101176088,1.5396159820371014,49.06247960773551,44.163361011760884,53.96159820371014,3439.6249962501242,3478.1749838082173
site_DOW_MONTH_Year,Circulatory,All,"Combustion of biomass, coal and fossil fuels",Primary model,4-day moving average,5335,1839,1.0778721624044718,1.0401769725957437,1.1155673522132,7.787216240447181,4.017697259574371,11.556735221319991,3394.2788609996164,3432.8977015718465
site_DOW_MONTH_Year,Circulatory,Female,Mineral dust and soil ressuspension,Sensitivity model,4-day moving average,2426,826,1.3659411770957373,1.289094070628995,1.4427882835624795,36.59411770957372,28.909407062899504,44.27882835624794,1187.6352181881007,1220.6513816027475
site_DOW_MONTH_Year,Circulatory,Female,Aged sea salt,Sensitivity model,4-day moving average,2432,820,1.4946829727321251,1.3617562888763772,1.627609656587873,49.468297273212514,36.17562888763772,62.760965658787306,817.7692317417824,850.7343621235905
site_DOW_MONTH_Year,Circulatory,Female,Secondary nitrate,Sensitivity model,4-day moving average,2428,824,0.9759957485016312,0.9169210373126746,1.0350704596905878,-2.4004251498368823,-8.30789626873254,3.507045969058775,1580.487993123149,1613.4871868325154
site_DOW_MONTH_Year,Circulatory,Female,Fresh sea salt mixed with aged emissions,Sensitivity model,4-day moving average,2415,837,1.0662253219063709,1.0031813292366205,1.1292693145761212,6.622532190637087,0.31813292366205115,12.926931457612124,1741.814191705653,1774.9229601990794
site_DOW_MONTH_Year,Circulatory,Female,Industrial emissions,Sensitivity model,4-day moving average,2436,816,1.1152278161415785,1.0446684511261712,1.1857871811569858,11.52278161415785,4.466845112617124,18.578718115698578,1218.9418168803206,1251.8727173650693
site_DOW_MONTH_Year,Circulatory,Female,Secondary sulfate,Sensitivity model,4-day moving average,2419,833,1.5080915509634902,1.4323621849766406,1.5838209169503399,50.80915509634902,43.236218497664055,58.38209169503399,1407.0509459556981,1440.126181450866
site_DOW_MONTH_Year,Circulatory,Female,"Combustion of biomass, coal and fossil fuels",Sensitivity model,4-day moving average,2432,820,1.0613099293312152,1.003973207305609,1.1186466513568214,6.130992933121515,0.39732073056089057,11.86466513568214,1404.5664137334195,1437.5315441152277
site_DOW_MONTH_Year,Circulatory,Male,Mineral dust and soil ressuspension,Sensitivity model,4-day moving average,2932,990,1.2901399331558354,1.2283233943153207,1.3519564719963502,29.01399331558354,22.832339431532066,35.19564719963502,1456.4382435286454,1490.722178130546
site_DOW_MONTH_Year,Circulatory,Male,Aged sea salt,Sensitivity model,4-day moving average,2928,994,1.3233051554192372,1.2235248736613928,1.4230854371770816,32.330515541923724,22.352487366139286,42.30854371770816,1207.621868062022,1241.934028508618
site_DOW_MONTH_Year,Circulatory,Male,Secondary nitrate,Sensitivity model,4-day moving average,2924,998,1.005176840274143,0.9497287797088485,1.0606249008394375,0.5176840274143002,-5.02712202911515,6.06249008394375,1750.7074762776804,1785.0477492118607
site_DOW_MONTH_Year,Circulatory,Male,Fresh sea salt mixed with aged emissions,Sensitivity model,4-day moving average,2914,1008,1.074679728488056,1.0167442338827446,1.1326152230933675,7.467972848805604,1.6744233882744597,13.261522309336748,2136.2088067735795,2170.6188709139988
site_DOW_MONTH_Year,Circulatory,Male,Industrial emissions,Sensitivity model,4-day moving average,2909,1013,1.2521162518497426,1.1830421152761028,1.3211903884233824,25.211625184974263,18.30421152761028,32.11903884233824,1469.6493263612024,1504.0940268909433
site_DOW_MONTH_Year,Circulatory,Male,Secondary sulfate,Sensitivity model,4-day moving average,2934,988,1.4660744043744969,1.4001148307727695,1.5320339779762242,46.60744043744969,40.01148307727696,53.20339779762242,1748.141685037574,1782.4114639218092
site_DOW_MONTH_Year,Circulatory,Male,"Combustion of biomass, coal and fossil fuels",Sensitivity model,4-day moving average,2935,987,1.0549154280567654,1.0053538438186713,1.1044770122948595,5.491542805676541,0.5353843818671322,10.44770122948595,1638.2309265699573,1672.4936168459917
site_DOW_MONTH_Year,Cardiorespiratory,All,Mineral dust and soil ressuspension,Primary model,5-day moving average,9753,3305,1.5096666711017575,1.4614905905458344,1.5578427516576805,50.96666711017575,46.14905905458344,55.78427516576805,5246.041547533605,5288.763889799606
site_DOW_MONTH_Year,Cardiorespiratory,All,Aged sea salt,Primary model,5-day moving average,9786,3272,1.4088407885576046,1.3544025161428943,1.463279060972315,40.884078855760464,35.44025161428943,46.3279060972315,4850.637117729093,4893.289214613152
site_DOW_MONTH_Year,Cardiorespiratory,All,Secondary nitrate,Primary model,5-day moving average,9786,3272,0.9687745215031268,0.9396003393150061,0.9979487036912476,-3.1225478496873182,-6.039966068499392,-0.20512963087524483,7689.888489837509,7732.540586721568
site_DOW_MONTH_Year,Cardiorespiratory,All,Fresh sea salt mixed with aged emissions,Primary model,5-day moving average,9696,3362,1.056978115568577,1.026938014623892,1.0870182165132618,5.69781155685769,2.6938014623892004,8.701821651326181,8436.621517031985,8479.463556229764
site_DOW_MONTH_Year,Cardiorespiratory,All,Industrial emissions,Primary model,5-day moving average,9723,3335,1.179825484055909,1.142773525897891,1.216877442213927,17.982548405590904,14.277352589789105,21.687744221392702,5488.38115050955,5531.1667462179985
site_DOW_MONTH_Year,Cardiorespiratory,All,Secondary sulfate,Primary model,5-day moving average,9745,3313,1.4218627992718034,1.3881810858617474,1.4555445126818594,42.18627992718034,38.81810858617474,45.554451268185936,6767.7606101040255,6810.499875920124
site_DOW_MONTH_Year,Cardiorespiratory,All,"Combustion of biomass, coal and fossil fuels",Primary model,5-day moving average,9735,3323,1.022477509046172,0.9947083752074826,1.0502466428848614,2.247750904617196,-0.5291624792517435,5.024664288486136,7079.4867516813465,7122.247114559828
site_DOW_MONTH_Year,Cardiorespiratory,Male,Mineral dust and soil ressuspension,Sensitivity model,5-day moving average,5293,1805,1.4970156038890299,1.4308249005260278,1.563206307252032,49.70156038890299,43.082490052602786,56.32063072520319,2667.0441019112723,2705.5323130066413
site_DOW_MONTH_Year,Cardiorespiratory,Male,Aged sea salt,Sensitivity model,5-day moving average,5316,1782,1.35225978574868,1.2782359471283204,1.4262836243690395,35.225978574868,27.823594712832044,42.628362436903956,2493.2863610154313,2531.6848022716467
site_DOW_MONTH_Year,Cardiorespiratory,Male,Secondary nitrate,Sensitivity model,5-day moving average,5317,1781,0.9671736242955655,0.9275968695325046,1.0067503790586265,-3.2826375704434474,-7.240313046749536,0.6750379058626521,3958.707873135639,3997.102385118667
site_DOW_MONTH_Year,Cardiorespiratory,Male,Fresh sea salt mixed with aged emissions,Sensitivity model,5-day moving average,5314,1784,1.0665863579522514,1.026044670416255,1.107128045488248,6.658635795225143,2.604467041625491,10.712804548824796,4365.00745854928,4403.41375174126
site_DOW_MONTH_Year,Cardiorespiratory,Male,Industrial emissions,Sensitivity model,5-day moving average,5249,1849,1.2129572247262983,1.1611168963514644,1.2647975531011322,21.29572247262983,16.11168963514644,26.47975531011322,2864.810983016725,2903.4677846364348
site_DOW_MONTH_Year,Cardiorespiratory,Male,Secondary sulfate,Sensitivity model,5-day moving average,5319,1779,1.4079580669226512,1.3620673187885557,1.4538488150567468,40.795806692265124,36.20673187885557,45.38488150567468,3529.115711483919,3567.5023582975796
site_DOW_MONTH_Year,Cardiorespiratory,Male,"Combustion of biomass, coal and fossil fuels",Sensitivity model,5-day moving average,5260,1838,1.0337974565497592,0.9960772519484962,1.0715176611510222,3.3797456549759186,-0.39227480515038327,7.1517661151022205,3728.776019140309,3767.3910522607184
site_DOW_MONTH_Year,Cardiorespiratory,Female,Mineral dust and soil ressuspension,Sensitivity model,5-day moving average,4460,1500,1.5392246733340258,1.4666958220116013,1.6117535246564503,53.92246733340258,46.66958220116013,61.17535246564503,2273.9086434076,2311.101186117232
site_DOW_MONTH_Year,Cardiorespiratory,Female,Aged sea salt,Sensitivity model,5-day moving average,4466,1494,1.4469112713212071,1.3658962675636346,1.5279262750787796,44.69112713212071,36.58962675636346,52.79262750787797,2075.3482760978322,2112.5127626576814
site_DOW_MONTH_Year,Cardiorespiratory,Female,Secondary nitrate,Sensitivity model,5-day moving average,4451,1509,0.9738107329016461,0.9292555729357057,1.0183658928675865,-2.6189267098353897,-7.074442706429429,1.8365892867586497,3193.808122584742,3231.0425397961167
site_DOW_MONTH_Year,Cardiorespiratory,Female,Fresh sea salt mixed with aged emissions,Sensitivity model,5-day moving average,4440,1520,1.048876897541236,1.0043291006489226,1.0934246944335493,4.887689754123592,0.4329100648922557,9.34246944335493,3689.6321091895584,3726.917368486441
site_DOW_MONTH_Year,Cardiorespiratory,Female,Industrial emissions,Sensitivity model,5-day moving average,4465,1495,1.137806200423128,1.0834337046738884,1.1921786961723675,13.780620042312798,8.343370467388844,19.21786961723675,2375.6936082047714,2412.862778605545
site_DOW_MONTH_Year,Cardiorespiratory,Female,Secondary sulfate,Sensitivity model,5-day moving average,4467,1493,1.3835909588786561,1.3347182932017805,1.4324636245555318,38.359095887865614,33.471829320178045,43.246362455553175,2918.8280829943906,2955.987882577165
site_DOW_MONTH_Year,Cardiorespiratory,Female,"Combustion of biomass, coal and fossil fuels",Sensitivity model,5-day moving average,4464,1496,1.0002639749882822,0.9585968631252899,1.0419310868512746,0.026397498828223398,-4.140313687471009,4.193108685127456,2987.32877901581,3024.502630125551
site_DOW_MONTH_Year,Respiratory,All,Mineral dust and soil ressuspension,Primary model,5-day moving average,3921,1330,1.5408020367766322,1.465499697271896,1.6161043762813683,54.08020367766322,46.54996972718961,61.61043762813683,1927.1737141899885,1963.524253738499
site_DOW_MONTH_Year,Respiratory,All,Aged sea salt,Primary model,5-day moving average,3924,1327,1.36966922920038,1.2896053348326275,1.4497331235681326,36.966922920038,28.96053348326275,44.97331235681325,1986.6405611229147,2022.97529336324
site_DOW_MONTH_Year,Respiratory,All,Secondary nitrate,Primary model,5-day moving average,3910,1341,0.936338581255006,0.890470440755588,0.982206721754424,-6.366141874499398,-10.952955924441198,-1.7793278245575972,2830.427527952184,2866.8357241351555
site_DOW_MONTH_Year,Respiratory,All,Fresh sea salt mixed with aged emissions,Primary model,5-day moving average,3909,1342,1.099949938115953,1.0523105138454336,1.1475893623864724,9.994993811595299,5.2310513845433615,14.758936238647236,3183.423505937838,3219.836920160559
site_DOW_MONTH_Year,Respiratory,All,Industrial emissions,Primary model,5-day moving average,3910,1341,1.1324835406150002,1.0763924201492914,1.188574661080709,13.248354061500024,7.639242014929137,18.85746610807091,2177.334647903784,2213.7428440867557
site_DOW_MONTH_Year,Respiratory,All,Secondary sulfate,Primary model,5-day moving average,3936,1315,1.3567739655270665,1.3055223098732665,1.4080256211808666,35.677396552706654,30.552230987326645,40.80256211808666,2583.789984912972,2620.0611285252553
site_DOW_MONTH_Year,Respiratory,All,"Combustion of biomass, coal and fossil fuels",Primary model,5-day moving average,3905,1346,0.991980552061843,0.9493570694079414,1.0346040347157446,-0.8019447938157009,-5.06429305920586,3.460403471574458,2744.9077428991095,2781.3419904705424
site_DOW_MONTH_Year,Respiratory,Female,Mineral dust and soil ressuspension,Sensitivity model,5-day moving average,1790,615,1.6139983756395178,1.4989437648575963,1.7290529864214392,61.39983756395178,49.89437648575963,72.90529864214392,779.494192806711,810.4455486813566
site_DOW_MONTH_Year,Respiratory,Female,Aged sea salt,Sensitivity model,5-day moving average,1802,603,1.4003636684952212,1.2807509938807948,1.5199763431096476,40.03636684952212,28.075099388079483,51.997634310964756,828.7663974417587,859.579817818849
site_DOW_MONTH_Year,Respiratory,Female,Secondary nitrate,Sensitivity model,5-day moving average,1802,603,0.9269231123079542,0.8594409465813868,0.9944052780345216,-7.307688769204579,-14.055905341861319,-0.5594721965478389,1111.975994713117,1142.7894150902073
site_DOW_MONTH_Year,Respiratory,Female,Fresh sea salt mixed with aged emissions,Sensitivity model,5-day moving average,1796,609,1.0814774062996522,1.0122298567906585,1.1507249558086459,8.147740629965217,1.2229856790658467,15.072495580864587,1341.2944402734395,1372.1771681474088
site_DOW_MONTH_Year,Respiratory,Female,Industrial emissions,Sensitivity model,5-day moving average,1791,614,1.1066777830320909,1.0261155357890357,1.187240030275146,10.667778303209086,2.6115535789035693,18.724003027514602,935.4538896607191,966.3938541577492
site_DOW_MONTH_Year,Respiratory,Female,Secondary sulfate,Sensitivity model,5-day moving average,1780,625,1.4066445890741037,1.3297631813700093,1.4835259967781982,40.66445890741037,32.97631813700092,48.35259967781982,1052.165960293595,1083.2302218417497
site_DOW_MONTH_Year,Respiratory,Female,"Combustion of biomass, coal and fossil fuels",Sensitivity model,5-day moving average,1803,602,0.9643210932310747,0.9034088850893099,1.0252333013728394,-3.5678906768925267,-9.659111491069005,2.523330137283941,1088.800031395831,1119.6018335129927
site_DOW_MONTH_Year,Respiratory,Male,Mineral dust and soil ressuspension,Sensitivity model,5-day moving average,2131,715,1.5024416348818548,1.3986732508004556,1.606210018963254,50.24416348818548,39.86732508004556,60.621001896325396,944.6151070510124,976.6210848498704
site_DOW_MONTH_Year,Respiratory,Male,Aged sea salt,Sensitivity model,5-day moving average,2122,724,1.3099759992753395,1.2017903237500762,1.4181616748006027,30.997599927533948,20.179032375007623,41.81616748006027,945.2877860936344,977.3813258403344
site_DOW_MONTH_Year,Respiratory,Male,Secondary nitrate,Sensitivity model,5-day moving average,2121,725,0.9457222433030084,0.8827643498542453,1.0086801367517713,-5.427775669699164,-11.723565014575465,0.8680136751771261,1437.604855200642,1469.708056784625
site_DOW_MONTH_Year,Respiratory,Male,Fresh sea salt mixed with aged emissions,Sensitivity model,5-day moving average,2113,733,1.085022824582563,1.0190132833118695,1.1510323658532566,8.502282458256305,1.9013283311869467,15.103236585325664,1557.7427776278398,1589.9227975410463
site_DOW_MONTH_Year,Respiratory,Male,Industrial emissions,Sensitivity model,5-day moving average,2119,727,1.1588664351353128,1.0783666578030875,1.2393662124675382,15.886643513531284,7.836665780308749,23.93662124675382,1067.939462810552,1100.0619481532865
site_DOW_MONTH_Year,Respiratory,Male,Secondary sulfate,Sensitivity model,5-day moving average,2123,723,1.3598150291175115,1.2882143578693865,1.4314157003656365,35.98150291175115,28.821435786938654,43.14157003656365,1266.972730871243,1299.0565954263543
site_DOW_MONTH_Year,Respiratory,Male,"Combustion of biomass, coal and fossil fuels",Sensitivity model,5-day moving average,2128,718,1.0009955009601925,0.9403963732372815,1.0615946286831035,0.09955009601925191,-5.9603626762718465,6.15946286831035,1360.9077037086772,1392.9429906920147
site_DOW_MONTH_Year,Circulatory,All,Mineral dust and soil ressuspension,Primary model,5-day moving average,5832,1975,1.4686280564353025,1.4052931699957296,1.5319629428748753,46.86280564353025,40.52931699957296,53.19629428748753,3025.278889707024,3064.3971554483705
site_DOW_MONTH_Year,Circulatory,All,Aged sea salt,Primary model,5-day moving average,5829,1978,1.3281836245875647,1.2604950065620824,1.395872242613047,32.81836245875647,26.049500656208235,39.5872242613047,2926.6667148703455,2965.795605455624
site_DOW_MONTH_Year,Circulatory,All,Secondary nitrate,Primary model,5-day moving average,5812,1995,0.9968530287979303,0.9576574094335122,1.0360486481623483,-0.3146971202069748,-4.234259056648781,3.604864816234832,4309.066893354292,4348.255688659559
site_DOW_MONTH_Year,Circulatory,All,Fresh sea salt mixed with aged emissions,Primary model,5-day moving average,5787,2020,1.0218693391071356,0.9825083766804763,1.061230301533795,2.186933910713562,-1.7491623319523697,6.123030153379494,4860.455734038332,4899.7317035710985
site_DOW_MONTH_Year,Circulatory,All,Industrial emissions,Primary model,5-day moving average,5836,1971,1.146196387058205,1.0977538990774975,1.1946388750389125,14.619638705820503,9.775389907749755,19.463887503891254,3191.556277219969,3230.6603513700384
site_DOW_MONTH_Year,Circulatory,All,Secondary sulfate,Primary model,5-day moving average,5831,1976,1.4349149156501755,1.3903714365048396,1.4794583947955113,43.49149156501755,39.03714365048396,47.94583947955113,3905.7118658180957,3944.8336749662503
site_DOW_MONTH_Year,Circulatory,All,"Combustion of biomass, coal and fossil fuels",Primary model,5-day moving average,5830,1977,1.0512899952450814,1.0137660630757124,1.0888139274144504,5.128999524508138,1.3766063075712376,8.881392741445037,3948.191479003248,3987.316829765442
site_DOW_MONTH_Year,Circulatory,Female,Mineral dust and soil ressuspension,Sensitivity model,5-day moving average,2658,897,1.4746475877702165,1.3836579135249711,1.565637262015462,47.46475877702166,38.36579135249711,56.563726201546196,1282.6276609426159,1316.2210519770274
site_DOW_MONTH_Year,Circulatory,Female,Aged sea salt,Sensitivity model,5-day moving average,2655,900,1.420890529018953,1.3155354870731324,1.5262455709647738,42.08905290189531,31.55354870731324,52.624557096477375,1112.512099951063,1146.128863294333
site_DOW_MONTH_Year,Circulatory,Female,Secondary nitrate,Sensitivity model,5-day moving average,2665,890,0.9842283160526847,0.9253798039397256,1.0430768281656437,-1.5771683947315318,-7.462019606027437,4.307682816564373,1861.2915386553377,1894.8300888944211
site_DOW_MONTH_Year,Circulatory,Female,Fresh sea salt mixed with aged emissions,Sensitivity model,5-day moving average,2644,911,1.0264980804185564,0.96713564631833,1.0858605145187827,2.649808041855639,-3.2864353681669956,8.586051451878273,2051.7899944423134,2085.4917947231334
site_DOW_MONTH_Year,Circulatory,Female,Industrial emissions,Sensitivity model,5-day moving average,2666,889,1.1063245056989457,1.0337306740266219,1.1789183373712695,10.63245056989457,3.3730674026621887,17.89183373712695,1349.230258463066,1382.7609391116634
site_DOW_MONTH_Year,Circulatory,Female,Secondary sulfate,Sensitivity model,5-day moving average,2656,899,1.4209569759650076,1.3546262476957984,1.4872877042342167,42.095697596500756,35.46262476957984,48.72877042342167,1599.9065402441609,1633.5155214854622
site_DOW_MONTH_Year,Circulatory,Female,"Combustion of biomass, coal and fossil fuels",Sensitivity model,5-day moving average,2656,899,1.0237019411935946,0.9668159390722046,1.0805879433149845,2.370194119359459,-3.3184060927795356,8.058794331498454,1655.505389473634,1689.1143707149354
site_DOW_MONTH_Year,Circulatory,Male,Mineral dust and soil ressuspension,Sensitivity model,5-day moving average,3189,1063,1.3099910474362533,1.2370852804207237,1.3828968144517828,30.999104743625328,23.708528042072373,38.28968144517828,1591.3772300231053,1626.159182671499
site_DOW_MONTH_Year,Circulatory,Male,Aged sea salt,Sensitivity model,5-day moving average,3162,1090,1.334764456645314,1.2400616733969612,1.429467239893667,33.476445664531404,24.006167339696116,42.946723989366696,1464.431355960394,1499.3888867869564
site_DOW_MONTH_Year,Circulatory,Male,Secondary nitrate,Sensitivity model,5-day moving average,3186,1066,0.985879306466276,0.9336304523798272,1.0381281605527246,-1.4120693533724027,-6.636954762017277,3.812816055272461,2199.905817664304,2234.707497897384
site_DOW_MONTH_Year,Circulatory,Male,Fresh sea salt mixed with aged emissions,Sensitivity model,5-day moving average,3177,1075,1.0305075490800524,0.977667746897018,1.0833473512630867,3.0507549080052376,-2.2332253102982036,8.334735126308669,2485.7524681841137,2520.612999768046
site_DOW_MONTH_Year,Circulatory,Male,Industrial emissions,Sensitivity model,5-day moving average,3186,1066,1.2609116463121288,1.189563479654256,1.3322598129700016,26.091164631212884,18.9563479654256,33.22598129700016,1577.4866826485338,1612.2883628816144
site_DOW_MONTH_Year,Circulatory,Male,Secondary sulfate,Sensitivity model,5-day moving average,3175,1077,1.4163533046968593,1.3556860596017706,1.477020549791948,41.635330469685925,35.56860596017706,47.7020549791948,2021.2225030710408,2056.0960458111354
site_DOW_MONTH_Year,Circulatory,Male,"Combustion of biomass, coal and fossil fuels",Sensitivity model,5-day moving average,3181,1071,1.028996929784399,0.9796264550630426,1.0783674045057554,2.899692978439905,-2.037354493695742,7.836740450575541,1914.4612509635642,1949.2956874566985
